Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
741,Oricorio Sensu Style,Ghost,['Dancer'],75,70,70,98,70,93,476,79.33333333333330,11.657138966697100,7.0,Medium Fast,1000000,1.0,45,0.0,0.6,3.4,9.4
742,Cutiefly,Bug,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,304,50.66666666666670,15.828946760778400,7.0,Medium Fast,1000000,0.0,190,0.0,0.1,0.2,20.0
743,Ribombee,Bug,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,464,77.33333333333330,24.641879437701600,7.0,Medium Fast,1000000,1.0,75,0.0,0.2,0.5,12.5
744,Rockruff,Rock,"['Keen Eye', 'Steadfast', 'Vital Spirit']",45,65,40,30,40,60,280,46.66666666666670,12.133516482134200,7.0,Medium Fast,1000000,0.0,190,0.0,0.5,9.2,36.8
745,Lycanroc,Rock,"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,487,81.16666666666670,23.596727645068800,7.0,Medium Fast,1000000,0.0,90,0.0,0.8,25.0,39.1
745,Lycanroc Midnight,Rock,"['Keen Eye', 'No Guard', 'Vital Spirit']",85,115,75,55,75,82,487,81.16666666666670,17.892425461319900,7.0,Medium Fast,1000000,0.0,90,0.0,1.1,25.0,20.7
745,Lycanroc Dusk,Rock,['Tough Claws'],75,117,65,55,65,110,487,81.16666666666670,23.667253513850900,7.0,Medium Fast,1000000,0.0,90,0.0,0.8,25.0,39.1
746,Wishiwashi,Water,['Schooling'],45,20,20,25,25,40,175,29.166666666666700,9.753916592266350,7.0,Fast,800000,0.0,60,0.0,0.2,0.3,7.5
746,Wishiwashi School,Water,['Schooling'],45,140,130,140,135,30,620,103.33333333333300,46.87453703475080,7.0,Fast,800000,0.0,60,0.0,8.2,78.6,1.2
747,Mareanie,Poison,"['Limber', 'Merciless', 'Regenerator']",50,53,62,43,52,45,305,50.833333333333300,6.148622248565570,7.0,Medium Fast,1000000,0.0,190,0.0,0.4,8.0,50.0
748,Toxapex,Poison,"['Limber', 'Merciless', 'Regenerator']",50,63,152,53,142,35,495,82.5,46.42826007221610,7.0,Medium Fast,1000000,1.0,75,0.0,0.7,14.5,29.6
749,Mudbray,Ground,"['Inner Focus', 'Own Tempo', 'Stamina']",70,100,70,45,55,45,385,64.16666666666670,19.02118701752220,7.0,Medium Fast,1000000,0.0,190,0.0,1.0,110.0,110.0
750,Mudsdale,Ground,"['Inner Focus', 'Own Tempo', 'Stamina']",100,125,100,55,85,35,500,83.33333333333330,30.092450142113000,7.0,Medium Fast,1000000,1.0,60,0.0,2.5,920.0,147.2
751,Dewpider,Water,"['Water Absorb', 'Water Bubble']",38,40,52,40,72,27,269,44.833333333333300,14.147045235274000,7.0,Medium Fast,1000000,0.0,200,0.0,0.3,4.0,44.4
752,Araquanid,Water,"['Water Absorb', 'Water Bubble']",68,70,92,50,132,42,454,75.66666666666670,29.786275736020100,7.0,Medium Fast,1000000,1.0,100,0.0,1.8,82.0,25.3
753,Fomantis,Grass,"['Contrary', 'Leaf Guard']",40,55,35,50,35,35,250,41.66666666666670,7.993052538854530,7.0,Medium Fast,1000000,0.0,190,0.0,0.3,1.5,16.7
754,Lurantis,Grass,"['Contrary', 'Leaf Guard']",70,105,90,80,90,45,480,80.0,18.929694486000900,7.0,Medium Fast,1000000,1.0,75,0.0,0.9,18.5,22.8
755,Morelull,Grass,"['Effect Spore', 'Illuminate', 'Rain Dish']",40,35,55,65,75,15,285,47.5,19.94784867264300,7.0,Medium Fast,1000000,0.0,190,0.0,0.2,1.5,37.5
756,Shiinotic,Grass,"['Effect Spore', 'Illuminate', 'Rain Dish']",60,45,80,90,100,30,405,67.5,24.790791301072500,7.0,Medium Fast,1000000,1.0,75,0.0,1.0,11.5,11.5
757,Salandit,Poison,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,320,53.333333333333300,14.962917124975600,7.0,Medium Fast,1000000,0.0,120,0.0,0.6,4.8,13.3
758,Salazzle,Poison,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,480,80.0,24.25558354963520,7.0,Medium Fast,1000000,1.0,45,0.0,1.2,22.2,15.4
759,Stufful,Normal,"['Cute Charm', 'Fluffy', 'Klutz']",70,75,50,45,50,50,340,56.66666666666670,11.426091000668400,7.0,Medium Fast,1000000,0.0,140,0.0,0.5,6.8,27.2
760,Bewear,Normal,"['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,500,83.33333333333330,28.81936077631760,7.0,Medium Fast,1000000,1.0,70,0.0,2.1,135.0,30.6
761,Bounsweet,Grass,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,210,35.0,4.58257569495584,7.0,Medium Slow,1059860,0.0,235,0.0,0.3,3.2,35.6
762,Steenee,Grass,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,290,48.333333333333300,7.520342781785650,7.0,Medium Slow,1059860,0.0,120,0.0,0.7,8.2,16.7
763,Tsareena,Grass,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,510,85.0,22.825424421026700,7.0,Medium Slow,1059860,1.0,45,0.0,1.2,21.4,14.9
764,Comfey,Fairy,"['Flower Veil', 'Natural Cure', 'Triage']",51,52,90,82,110,100,485,80.83333333333330,22.453037408976300,7.0,Fast,800000,1.0,60,0.0,0.1,0.3,30.0
765,Oranguru,Normal,"['Inner Focus', 'Symbiosis', 'Telepathy']",90,60,80,90,110,60,490,81.66666666666670,17.716909687891100,7.0,Slow,1250000,1.0,45,0.0,1.5,76.0,33.8
766,Passimian,Fighting,"['Defiant', 'Receiver']",100,120,90,40,60,80,490,81.66666666666670,26.087459737497500,7.0,Slow,1250000,1.0,45,0.0,2.0,82.8,20.7
767,Wimpod,Bug,['Wimp Out'],25,35,40,20,30,80,230,38.333333333333300,19.72026594366540,7.0,Medium Fast,1000000,0.0,90,0.0,0.5,12.0,48.0
768,Golisopod,Bug,['Emergency Exit'],75,125,140,60,90,40,530,88.33333333333330,34.960294939005000,7.0,Medium Fast,1000000,1.0,45,0.0,2.0,108.0,27.0
769,Sandygast,Ghost,"['Sand Veil', 'Water Compaction']",55,55,80,70,45,15,320,53.333333333333300,20.548046676563300,7.0,Medium Fast,1000000,0.0,140,0.0,0.5,70.0,280.0
770,Palossand,Ghost,"['Sand Veil', 'Water Compaction']",85,75,110,100,75,35,480,80.0,23.80476142847620,7.0,Medium Fast,1000000,1.0,60,0.0,1.3,250.0,147.9
771,Pyukumuku,Water,"['Innards Out', 'Unaware']",55,60,130,30,130,5,410,68.33333333333330,47.14045207910320,7.0,Fast,800000,1.0,60,0.0,0.3,1.2,13.3
772,Type: Null,Normal,['Battle Armor'],95,95,95,95,95,59,534,89.0,13.41640786499870,7.0,Slow,1250000,0.0,3,1.0,1.9,120.5,33.4
773,Silvally,Normal,['RKS System'],95,95,95,95,95,95,570,95.0,0.0,7.0,Slow,1250000,1.0,3,1.0,2.3,100.5,19.0
774,Minior Meteor Form,Rock,['Shields Down'],60,60,100,60,100,60,440,73.33333333333330,18.856180831641300,7.0,Medium Slow,1059860,0.0,30,0.0,0.3,40.0,444.4
774,Minior Core Form,Rock,['Shields Down'],60,100,60,100,60,120,500,83.33333333333330,24.267032964268400,7.0,Medium Slow,1059860,0.0,30,0.0,0.3,0.3,3.3
775,Komala,Normal,['Comatose'],65,115,65,75,95,65,480,80.0,18.929694486000900,7.0,Slow,1250000,1.0,45,0.0,0.4,19.9,124.4
776,Turtonator,Fire,['Shell Armor'],60,78,135,91,85,36,485,80.83333333333330,30.295305833669300,7.0,Medium Fast,1000000,1.0,70,0.0,2.0,212.0,53.0
777,Togedemaru,Electric,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,435,72.5,20.02290355234890,7.0,Medium Fast,1000000,1.0,180,0.0,0.3,3.3,36.7
778,Mimikyu,Ghost,['Disguise'],55,90,80,50,105,96,476,79.33333333333330,20.42601826647140,7.0,Medium Fast,1000000,1.0,45,0.0,0.2,0.7,17.5
779,Bruxish,Water,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",68,105,70,70,70,92,475,79.16666666666670,14.194091102364500,7.0,Medium Fast,1000000,1.0,80,0.0,0.9,19.0,23.5
780,Drampa,Normal,"['Berserk', 'Cloud Nine', 'Sap Sipper']",78,60,85,135,91,36,485,80.83333333333330,30.295305833669300,7.0,Medium Fast,1000000,1.0,70,0.0,3.0,185.0,20.6
781,Dhelmise,Ghost,['Steelworker'],70,131,100,86,90,40,517,86.16666666666670,27.71531866836260,7.0,Medium Fast,1000000,1.0,25,0.0,3.9,210.0,13.8
782,Jangmo-o,Dragon,"['Bulletproof', 'Overcoat', 'Soundproof']",45,55,65,45,45,45,300,50.0,7.637626158259730,7.0,Slow,1250000,0.0,45,0.0,0.6,29.7,82.5
783,Hakamo-o,Dragon,"['Bulletproof', 'Overcoat', 'Soundproof']",55,75,90,65,70,65,420,70.0,10.801234497346400,7.0,Slow,1250000,0.0,45,0.0,1.2,47.0,32.6
784,Kommo-o,Dragon,"['Bulletproof', 'Overcoat', 'Soundproof']",75,110,125,100,105,85,600,100.0,16.329931618554500,7.0,Slow,1250000,1.0,45,0.0,1.6,78.2,30.5
785,Tapu Koko,Electric,"['Electric Surge', 'Telepathy']",70,115,85,95,75,130,570,95.0,21.40872096444190,7.0,Slow,1250000,1.0,3,1.0,1.8,20.5,6.3
786,Tapu Lele,Psychic,"['Psychic Surge', 'Telepathy']",70,85,75,130,115,95,570,95.0,21.40872096444190,7.0,Slow,1250000,1.0,3,1.0,1.2,18.6,12.9
787,Tapu Bulu,Grass,"['Grassy Surge', 'Telepathy']",70,130,115,85,95,75,570,95.0,21.40872096444190,7.0,Slow,1250000,1.0,3,1.0,1.9,45.5,12.6
788,Tapu Fini,Water,"['Misty Surge', 'Telepathy']",70,75,115,95,130,85,570,95.0,21.40872096444190,7.0,Slow,1250000,1.0,3,1.0,1.3,21.2,12.5
789,Cosmog,Psychic,['Unaware'],43,29,31,29,31,37,200,33.333333333333300,5.08811250749125,7.0,Slow,1250000,0.0,45,1.0,0.2,0.1,2.5
790,Cosmoem,Psychic,['Sturdy'],43,29,131,29,131,37,400,66.66666666666670,45.744459288044400,7.0,Slow,1250000,0.0,45,1.0,0.1,999.9,99990.0
791,Solgaleo,Psychic,['Full Metal Body'],137,137,107,113,89,97,680,113.33333333333300,18.34545054108940,7.0,Slow,1250000,1.0,45,1.0,3.4,230.0,19.9
792,Lunala,Psychic,['Shadow Shield'],137,113,89,137,107,97,680,113.33333333333300,18.34545054108940,7.0,Slow,1250000,1.0,45,1.0,4.0,120.0,7.5
793,Nihilego,Rock,['Beast Boost'],109,53,47,127,131,103,570,95.0,33.28663395418650,7.0,Slow,1250000,1.0,45,1.0,1.2,55.5,38.5
794,Buzzwole,Bug,['Beast Boost'],107,139,139,53,53,79,570,95.0,36.05551275463990,7.0,Slow,1250000,1.0,45,1.0,2.4,333.6,57.9
795,Pheromosa,Bug,['Beast Boost'],71,137,37,137,37,151,570,95.0,48.24935232725930,7.0,Slow,1250000,1.0,45,1.0,1.8,25.0,7.7
796,Xurkitree,Electric,['Beast Boost'],83,89,71,173,71,83,570,95.0,35.4964786985977,7.0,Slow,1250000,1.0,45,1.0,3.8,100.0,6.9
797,Celesteela,Steel,['Beast Boost'],97,101,103,107,101,61,570,95.0,15.491933384829700,7.0,Slow,1250000,1.0,45,1.0,9.2,999.9,11.8
798,Kartana,Grass,['Beast Boost'],59,181,131,59,31,109,570,95.0,50.95095681142800,7.0,Slow,1250000,1.0,45,1.0,0.3,0.1,1.1
799,Guzzlord,Dark,['Beast Boost'],223,101,53,97,53,43,570,95.0,61.44916598294890,7.0,Slow,1250000,1.0,45,1.0,5.5,888.0,29.4
800,Necrozma,Psychic,['Prism Armor'],97,107,101,127,89,79,600,100.0,15.0,7.0,Slow,1250000,1.0,255,1.0,2.4,230.0,39.9
800,Dusk Mane Necrozma,Psychic,['Prism Armor'],97,157,127,113,109,77,680,113.33333333333300,24.830536755284900,7.0,Slow,1250000,1.0,255,1.0,3.8,460.0,31.9
800,Dawn Wings Necrozma,Psychic,['Prism Armor'],97,113,109,157,127,77,680,113.33333333333300,24.830536755284900,7.0,Slow,1250000,1.0,255,1.0,4.2,350.0,19.8
800,Ultra Necrozma,Psychic,['Prism Armor'],97,167,97,167,97,129,754,125.66666666666700,31.340424729448400,7.0,Slow,1250000,1.0,255,1.0,7.5,230.0,4.1
801,Magearna,Steel,['Soul-Heart'],80,95,115,130,115,65,600,100.0,22.36067977499790,7.0,Slow,1250000,1.0,3,1.0,1.0,80.5,80.5
802,Marshadow,Fighting,['Technician'],90,125,80,90,90,125,600,100.0,18.027756377319900,7.0,Slow,1250000,1.0,3,1.0,0.7,22.2,45.3
803,Poipole,Poison,['Beast Boost'],67,73,67,73,67,73,420,70.0,3.0,7.0,Slow,1250000,0.0,45,1.0,0.6,1.8,5.0
804,Naganadel,Poison,['Beast Boost'],73,73,73,127,73,121,540,90.0,24.1039415863879,7.0,Slow,1250000,1.0,45,1.0,3.6,150.0,11.6
805,Stakataka,Rock,['Beast Boost'],61,131,211,53,101,13,570,95.0,63.81222453417530,7.0,Slow,1250000,1.0,30,1.0,5.5,820.0,27.1
806,Blacephalon,Fire,['Beast Boost'],53,127,53,151,79,107,570,95.0,36.71511950137160,7.0,Slow,1250000,1.0,30,1.0,1.8,13.0,4.0
807,Zeraora,Electric,['Volt Absorb'],88,112,75,102,80,143,600,100.0,22.970996205360100,7.0,Slow,1250000,1.0,3,1.0,1.5,44.5,19.8
808,Meltan,Steel,['Magnet Pull'],46,65,65,55,35,34,300,50.0,12.727922061357900,7.0,Slow,1250000,0.0,3,1.0,0.2,8.0,200.0
809,Melmetal,Steel,['Iron Fist'],135,143,143,80,65,34,600,100.0,42.63019274332840,7.0,Slow,1250000,1.0,3,1.0,2.5,800.0,128.0
810,Grookey,Grass,"['Grassy Surge', 'Overgrow']",50,65,50,40,40,65,310,51.66666666666670,10.274023338281600,8.0,Medium Slow,1059860,0.0,45,0.0,0.3,5.0,55.6
811,Thwackey,Grass,"['Grassy Surge', 'Overgrow']",70,85,70,55,60,80,420,70.0,10.408329997330700,8.0,Medium Slow,1059860,0.0,45,0.0,0.7,14.0,28.6
812,Rillaboom,Grass,"['Grassy Surge', 'Overgrow']",100,125,90,60,70,85,530,88.33333333333330,20.94967514996090,8.0,Medium Slow,1059860,1.0,45,0.0,2.1,90.0,20.4
813,Scorbunny,Fire,"['Blaze', 'Libero']",50,71,40,40,40,69,310,51.66666666666670,13.449494001221300,8.0,Medium Slow,1059860,0.0,45,0.0,0.3,4.5,50.0
814,Raboot,Fire,"['Blaze', 'Libero']",65,86,60,55,60,94,420,70.0,14.617341299520500,8.0,Medium Slow,1059860,0.0,45,0.0,0.6,9.0,25.0
815,Cinderace,Fire,"['Blaze', 'Libero']",80,116,75,65,75,119,530,88.33333333333330,21.11608128628250,8.0,Medium Slow,1059860,1.0,45,0.0,1.4,33.0,16.8
816,Sobble,Water,"['Sniper', 'Torrent']",50,40,40,70,40,70,310,51.66666666666670,13.43709624716430,8.0,Medium Slow,1059860,0.0,45,0.0,0.3,4.0,44.4
817,Drizzile,Water,"['Sniper', 'Torrent']",65,60,55,95,55,90,420,70.0,16.329931618554500,8.0,Medium Slow,1059860,0.0,45,0.0,0.7,11.5,23.5
818,Inteleon,Water,"['Sniper', 'Torrent']",70,85,65,125,65,120,530,88.33333333333330,25.110865288865600,8.0,Medium Slow,1059860,1.0,45,0.0,1.9,45.2,12.5
819,Skwovet,Normal,"['Cheek Pouch', 'Gluttony']",70,55,55,35,35,25,275,45.833333333333300,15.388487760516200,8.0,Medium Fast,1000000,0.0,255,0.0,0.3,2.5,27.8
820,Greedent,Normal,"['Cheek Pouch', 'Gluttony']",120,95,95,55,75,20,460,76.66666666666670,32.23179934302290,8.0,Medium Fast,1000000,1.0,90,0.0,0.6,6.0,16.7
821,Rookidee,Flying,"['Big Pecks', 'Keen Eye', 'Unnerve']",38,47,35,33,35,57,245,40.833333333333300,8.532617157446800,8.0,Medium Slow,1059860,0.0,255,0.0,0.2,1.8,45.0
822,Corvisquire,Flying,"['Big Pecks', 'Keen Eye', 'Unnerve']",68,67,55,43,55,77,365,60.833333333333300,11.081766806586200,8.0,Medium Slow,1059860,0.0,120,0.0,0.8,16.0,25.0
823,Corviknight,Flying,"['Mirror Armor', 'Pressure', 'Unnerve']",98,87,105,53,85,67,495,82.5,17.71769360460520,8.0,Medium Slow,1059860,1.0,45,0.0,2.2,75.0,15.5
824,Blipbug,Bug,"['Swarm', 'Telepathy']",25,20,20,25,45,45,180,30.0,10.801234497346400,8.0,Medium Fast,1000000,0.0,255,0.0,0.4,8.0,50.0
825,Dottler,Bug,"['Swarm', 'Telepathy']",50,35,80,50,90,30,335,55.833333333333300,22.06367049145620,8.0,Medium Fast,1000000,0.0,120,0.0,0.4,19.5,121.9
826,Orbeetle,Bug,"['Frisk', 'Swarm', 'Telepathy']",60,45,110,80,120,90,505,84.16666666666670,26.20697532252730,8.0,Medium Fast,1000000,1.0,45,0.0,0.4,40.8,255.0
827,Nickit,Dark,"['Run Away', 'Stakeout', 'Unburden']",40,28,28,47,52,50,245,40.833333333333300,9.805044053388480,8.0,Fast,800000,0.0,255,0.0,0.6,8.9,24.7
828,Thievul,Dark,"['Run Away', 'Stakeout', 'Unburden']",70,58,58,87,92,90,455,75.83333333333330,14.473155226909700,8.0,Fast,800000,1.0,127,0.0,1.2,19.9,13.8
829,Gossifleur,Grass,"['Cotton Down', 'Effect Spore', 'Regenerator']",40,40,60,40,60,10,250,41.66666666666670,16.74979270186820,8.0,Medium Fast,1000000,0.0,190,0.0,0.4,2.2,13.8
830,Eldegoss,Grass,"['Cotton Down', 'Effect Spore', 'Regenerator']",60,50,90,80,120,60,460,76.66666666666670,23.57022603955160,8.0,Medium Fast,1000000,1.0,75,0.0,0.5,2.5,10.0
831,Wooloo,Normal,"['Bulletproof', 'Fluffy', 'Run Away']",42,40,55,40,45,48,270,45.0,5.291502622129180,8.0,Medium Fast,1000000,0.0,255,0.0,0.6,6.0,16.7
832,Dubwool,Normal,"['Bulletproof', 'Fluffy', 'Steadfast']",72,80,100,60,90,88,490,81.66666666666670,12.98289472943360,8.0,Medium Fast,1000000,1.0,127,0.0,1.3,43.0,25.4
833,Chewtle,Water,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",50,64,50,38,38,44,284,47.333333333333300,8.919392106839770,8.0,Medium Fast,1000000,0.0,255,0.0,0.3,8.5,94.4
834,Drednaw,Water,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",90,115,90,48,68,74,485,80.83333333333330,20.915836636917500,8.0,Medium Fast,1000000,1.0,75,0.0,1.0,115.5,115.5
835,Yamper,Electric,"['Ball Fetch', 'Rattled']",59,45,50,40,50,26,270,45.0,10.263202878893800,8.0,Fast,800000,0.0,255,0.0,0.3,13.5,150.0
836,Boltund,Electric,"['Competitive', 'Strong Jaw']",69,90,60,90,60,121,490,81.66666666666670,21.54581681492310,8.0,Fast,800000,1.0,45,0.0,1.0,34.0,34.0
837,Rolycoly,Rock,"['Flash Fire', 'Heatproof', 'Steam Engine']",30,40,50,40,50,30,240,40.0,8.164965809277260,8.0,Medium Slow,1059860,0.0,255,0.0,0.3,12.0,133.3
838,Carkol,Rock,"['Flame Body', 'Flash Fire', 'Steam Engine']",80,60,90,60,70,50,410,68.33333333333330,13.437096247164200,8.0,Medium Slow,1059860,0.0,120,0.0,1.1,78.0,64.5
839,Coalossal,Rock,"['Flame Body', 'Flash Fire', 'Steam Engine']",110,80,120,80,90,30,510,85.0,28.722813232690100,8.0,Medium Slow,1059860,1.0,45,0.0,2.8,310.5,39.6
840,Applin,Grass,"['Bulletproof', 'Gluttony', 'Ripen']",40,40,80,40,40,20,260,43.333333333333300,17.950549357115000,8.0,Erratic,600000,0.0,255,0.0,0.2,0.5,12.5
841,Flapple,Grass,"['Gluttony', 'Hustle', 'Ripen']",70,110,80,95,60,70,485,80.83333333333330,16.93533452741800,8.0,Erratic,600000,1.0,45,0.0,0.3,1.0,11.1
842,Appletun,Grass,"['Gluttony', 'Ripen', 'Thick Fat']",110,85,80,100,80,30,485,80.83333333333330,25.235006549544500,8.0,Erratic,600000,1.0,45,0.0,0.4,13.0,81.3
843,Silicobra,Ground,"['Sand Spit', 'Sand Veil', 'Shed Skin']",52,57,75,35,50,46,315,52.5,12.12091855705110,8.0,Medium Fast,1000000,0.0,255,0.0,2.2,7.6,1.6
844,Sandaconda,Ground,"['Sand Spit', 'Sand Veil', 'Shed Skin']",72,107,125,65,70,71,510,85.0,22.63478149515330,8.0,Medium Fast,1000000,1.0,120,0.0,3.8,65.5,4.5
845,Cramorant,Flying,['Gulp Missile'],70,85,55,85,95,85,475,79.16666666666670,13.043729868748800,8.0,Medium Fast,1000000,1.0,45,0.0,0.8,18.0,28.1
846,Arrokuda,Water,"['Propeller Tail', 'Swift Swim']",41,63,40,40,30,66,280,46.66666666666670,13.16139134826640,8.0,Slow,1250000,0.0,255,0.0,0.5,1.0,4.0
847,Barraskewda,Water,"['Propeller Tail', 'Swift Swim']",61,123,60,60,50,136,490,81.66666666666670,34.22799374131580,8.0,Slow,1250000,1.0,60,0.0,1.3,30.0,17.8
848,Toxel,Electric,"['Klutz', 'Rattled', 'Static']",40,38,35,54,35,40,242,40.333333333333300,6.446359868604570,8.0,Medium Slow,1059860,0.0,75,0.0,0.4,11.0,68.8
849,Toxtricity,Electric,"['Plus', 'Punk Rock', 'Technician']",75,98,70,114,70,75,502,83.66666666666670,16.579773487261200,8.0,Medium Slow,1059860,0.0,45,0.0,1.6,40.0,15.6
850,Sizzlipede,Fire,"['Flame Body', 'Flash Fire', 'White Smoke']",50,65,45,50,50,45,305,50.833333333333300,6.718548123582120,8.0,Medium Fast,1000000,0.0,190,0.0,0.7,1.0,2.0
851,Centiskorch,Fire,"['Flame Body', 'Flash Fire', 'White Smoke']",100,115,65,90,90,65,525,87.5,17.96988221070650,8.0,Medium Fast,1000000,1.0,75,0.0,3.0,120.0,13.3
852,Clobbopus,Fighting,"['Limber', 'Technician']",50,68,60,50,50,32,310,51.66666666666670,11.04033010778610,8.0,Medium Slow,1059860,0.0,180,0.0,0.6,4.0,11.1
853,Grapploct,Fighting,"['Limber', 'Technician']",80,118,90,70,80,42,480,80.0,22.686266036231400,8.0,Medium Slow,1059860,1.0,45,0.0,1.6,39.0,15.2
854,Sinistea,Ghost,"['Cursed Body', 'Weak Armor']",40,45,45,74,54,50,308,51.333333333333300,11.040330107786100,8.0,Medium Fast,1000000,0.0,120,0.0,0.1,0.2,20.0
855,Polteageist,Ghost,"['Cursed Body', 'Weak Armor']",60,65,65,134,114,70,508,84.66666666666670,28.55209663443690,8.0,Medium Fast,1000000,1.0,60,0.0,0.2,0.4,10.0
856,Hatenna,Psychic,"['Anticipation', 'Healer', 'Magic Bounce']",42,30,45,56,53,39,265,44.16666666666670,8.668269082630560,8.0,Slow,1250000,0.0,235,0.0,0.4,3.4,21.3
857,Hattrem,Psychic,"['Anticipation', 'Healer', 'Magic Bounce']",57,40,65,86,73,49,370,61.66666666666670,15.184055965240500,8.0,Slow,1250000,0.0,120,0.0,0.6,4.8,13.3
858,Hatterene,Psychic,"['Anticipation', 'Healer', 'Magic Bounce']",57,90,95,136,103,29,510,85.0,34.083231458690500,8.0,Slow,1250000,1.0,45,0.0,2.1,5.0,1.1
859,Impidimp,Dark,"['Frisk', 'Pickpocket', 'Prankster']",45,45,30,55,40,50,265,44.16666666666670,7.861650943380500,8.0,Medium Fast,1000000,0.0,255,0.0,0.4,5.5,34.4
860,Morgrem,Dark,"['Frisk', 'Pickpocket', 'Prankster']",65,60,45,75,55,70,370,61.66666666666670,9.860132971832690,8.0,Medium Fast,1000000,0.0,120,0.0,0.8,12.5,19.5
861,Grimmsnarl,Dark,"['Frisk', 'Pickpocket', 'Prankster']",95,120,65,95,75,60,510,85.0,20.615528128088300,8.0,Medium Fast,1000000,1.0,45,0.0,1.5,61.0,27.1
862,Obstagoon,Dark,"['Defiant', 'Guts', 'Reckless']",93,90,101,60,81,95,520,86.66666666666670,13.349989596333900,8.0,Medium Fast,1000000,1.0,45,0.0,1.6,46.0,18.0
863,Perrserker,Steel,"['Battle Armor', 'Steely Spirit', 'Tough Claws']",70,110,100,50,60,50,440,73.33333333333330,23.570226039551600,8.0,Medium Fast,1000000,1.0,90,0.0,0.8,28.0,43.8
864,Cursola,Ghost,"['Perish Body', 'Weak Armor']",60,95,50,145,130,30,510,85.0,42.03173404306160,8.0,Fast,800000,1.0,30,0.0,1.0,0.4,0.4
865,Sirfetch'd,Fighting,"['Scrappy', 'Steadfast']",62,135,95,68,82,65,507,84.5,25.25041253788410,8.0,Medium Fast,1000000,1.0,45,0.0,0.8,117.0,182.8
866,Mr. Rime,Ice,"['Ice Body', 'Screen Cleaner', 'Tangled Feet']",80,85,75,110,100,70,520,86.66666666666670,14.043582955293900,8.0,Medium Fast,1000000,1.0,45,0.0,1.5,58.2,25.9
867,Runerigus,Ground,['Wandering Spirit'],58,95,145,50,105,30,483,80.5,38.63827980988110,8.0,Medium Fast,1000000,1.0,90,0.0,1.6,66.6,26.0
868,Milcery,Fairy,"['Aroma Veil', 'Sweet Veil']",45,40,40,50,61,34,270,45.0,8.679477710861020,8.0,Medium Fast,1000000,0.0,200,0.0,0.2,0.3,7.5
869,Alcremie,Fairy,"['Aroma Veil', 'Sweet Veil']",65,60,75,110,121,64,495,82.5,23.97741993348460,8.0,Medium Fast,1000000,1.0,100,0.0,0.3,0.5,5.6
870,Falinks,Fighting,"['Battle Armor', 'Defiant']",65,100,100,70,60,75,470,78.33333333333330,15.986105077709100,8.0,Medium Fast,1000000,1.0,45,0.0,3.0,62.0,6.9
871,Pincurchin,Electric,"['Electric Surge', 'Lightning Rod']",48,101,95,91,85,15,435,72.5,30.88554138535810,8.0,Medium Fast,1000000,1.0,75,0.0,0.3,1.0,11.1
872,Snom,Ice,"['Ice Scales', 'Shield Dust']",30,25,35,45,30,20,185,30.83333333333330,7.861650943380500,8.0,Medium Fast,1000000,0.0,190,0.0,0.3,3.8,42.2
873,Frosmoth,Ice,"['Ice Scales', 'Shield Dust']",70,65,60,125,90,65,475,79.16666666666670,22.62311993416370,8.0,Medium Fast,1000000,1.0,75,0.0,1.3,42.0,24.9
874,Stonjourner,Rock,['Power Spot'],100,125,135,20,20,70,470,78.33333333333330,46.06758320361750,8.0,Slow,1250000,1.0,60,0.0,2.5,520.0,83.2
875,Eiscue,Ice,['Ice Face'],75,80,110,65,90,50,470,78.33333333333330,18.856180831641300,8.0,Slow,1250000,0.0,60,0.0,1.4,89.0,45.4
875,Eiscue Noice Face,Ice,['Ice Face'],75,80,70,65,50,130,470,78.33333333333330,24.94438257849290,8.0,Slow,1250000,0.0,60,0.0,1.4,89.0,45.4
876,Indeedee,Psychic,"['Inner Focus', 'Psychic Surge', 'Synchronize']",60,65,55,105,95,95,475,79.16666666666670,19.667372868676600,8.0,Fast,800000,0.0,30,0.0,0.9,28.0,34.6
877,Morpeko,Electric,['Hunger Switch'],58,95,58,70,58,97,436,72.66666666666670,17.045690234060800,8.0,Medium Fast,1000000,1.0,180,0.0,0.3,3.0,33.3
878,Cufant,Steel,"['Heavy Metal', 'Sheer Force']",72,80,49,40,49,40,330,55.0,15.470401847829700,8.0,Medium Fast,1000000,0.0,190,0.0,1.2,100.0,69.4
